title,year,metacritic_score,metacritic_rank,oscars_nom,oscars_win,min_oscar_nom_metacritic_score,min_oscar_nom_rank,oscar_win_metacritic_score,oscar_win_rank,tie_rank
Point Blank,2011,75,79,0,0,46.0,409.0,89.0,5.0,12
Pola X,2000,65,119,0,0,64.0,126.0,67.0,110.0,3
Police Story (1985),2018,78,92,0,0,49.0,490.0,69.0,224.0,3
Police Story 2 (1988),2019,68,226,0,0,58.0,353.0,96.0,1.0,8
"Police, Adjective",2009,81,39,0,0,53.0,242.0,95.0,1.0,6
Policeman,2014,79,66,0,0,71.0,166.0,87.0,16.0,5
Polisse,2012,74,83,0,0,63.0,234.0,86.0,12.0,4
Pollock,2000,77,36,0,0,64.0,126.0,67.0,110.0,3
Poly Styrene: I Am a Cliché,2022,82,44,0,0,63.0,296.0,81.0,51.0,7
Pontypool,2009,54,234,0,0,53.0,242.0,95.0,1.0,5
Ponyo,2009,86,12,0,0,53.0,242.0,95.0,1.0,3
Poor Things,2023,87,16,1,0,77.0,109.0,89.0,12.0,2
Pop & Me,2000,62,132,0,0,64.0,126.0,67.0,110.0,2
Pope Francis - A Man of His Word,2018,63,316,0,0,49.0,490.0,69.0,224.0,3
Popstar: Never Stop Never Stopping,2016,68,238,0,0,69.0,220.0,99.0,1.0,9
Porcelain War,2024,73,159,0,0,70.0,192.0,91.0,10.0,4
Port Authority,2021,61,322,0,0,49.0,437.0,72.0,171.0,12
Portrait of Wally,2012,70,130,0,0,63.0,234.0,86.0,12.0,3
Portrait of a Lady on Fire,2019,95,2,0,0,58.0,353.0,96.0,1.0,1
Poser,2022,68,234,0,0,63.0,296.0,81.0,51.0,7
Post Mortem,2012,72,115,0,0,63.0,234.0,86.0,12.0,13
Potiche,2011,68,152,0,0,46.0,409.0,89.0,5.0,6
Power,2024,72,169,0,0,70.0,192.0,91.0,10.0,8
Power Trip,2003,75,53,0,0,72.0,73.0,94.0,1.0,3
Praise,2000,79,27,0,0,64.0,126.0,67.0,110.0,7
Pray Away,2021,76,127,0,0,49.0,437.0,72.0,171.0,14
Pray the Devil Back to Hell,2008,78,49,0,0,58.0,199.0,84.0,10.0,3
Prayers for the Stolen,2021,83,47,0,0,49.0,437.0,72.0,171.0,4
Praying with Lior,2008,68,113,0,0,58.0,199.0,84.0,10.0,11
Precious: Based on the Novel 'Push' by Sapphire,2009,78,50,1,0,53.0,242.0,95.0,1.0,2
Premature,2020,81,54,0,0,72.0,170.0,88.0,12.0,4
Premium Rush,2012,66,197,0,0,63.0,234.0,86.0,12.0,13
Preparations to be Together for an Unknown Period of Time,2021,71,198,0,0,49.0,437.0,72.0,171.0,13
Presenting Princess Shaw,2016,77,94,0,0,69.0,220.0,99.0,1.0,12
Pressure Cooker,2009,72,96,0,0,53.0,242.0,95.0,1.0,4
Prey,2022,71,186,0,0,63.0,296.0,81.0,51.0,1
Price Check,2012,67,182,0,0,63.0,234.0,86.0,12.0,19
Priceless,2008,72,75,0,0,58.0,199.0,84.0,10.0,6
Pride,2014,79,63,0,0,71.0,166.0,87.0,16.0,2
Pride & Prejudice,2005,82,21,0,0,66.0,165.0,66.0,165.0,6
Primer,2004,68,127,0,0,67.0,131.0,86.0,11.0,9
Priscilla,2023,79,91,0,0,77.0,109.0,89.0,12.0,10
Prisoners of the Ghostland,2021,53,396,0,0,49.0,437.0,72.0,171.0,1
Private Desert,2022,66,262,0,0,63.0,296.0,81.0,51.0,11
Private Life,2018,83,50,0,0,49.0,490.0,69.0,224.0,4
Private Property,2007,78,43,0,0,81.0,29.0,92.0,5.0,2
Procession,2021,90,11,0,0,49.0,437.0,72.0,171.0,2
Prodigal Sons,2010,74,71,0,0,74.0,75.0,88.0,8.0,1
Profile,2021,54,388,0,0,49.0,437.0,72.0,171.0,9
Project Nim,2011,83,24,0,0,46.0,409.0,89.0,5.0,1
Prom,2011,50,375,0,0,46.0,409.0,89.0,5.0,14
Promare,2019,76,114,0,0,58.0,353.0,96.0,1.0,1
Prometheus,2012,64,217,0,0,63.0,234.0,86.0,12.0,4
Promises,2002,80,28,0,0,72.0,82.0,81.0,26.0,2
Promising Young Woman,2020,72,159,1,0,72.0,170.0,88.0,12.0,3
Prophet's Prey,2015,77,105,0,0,76.0,119.0,93.0,6.0,13
Prospect,2018,68,242,0,0,49.0,490.0,69.0,224.0,5
Protektor,2011,49,389,0,0,46.0,409.0,89.0,5.0,12
Public Enemies,2009,70,108,0,0,53.0,242.0,95.0,1.0,3
Public Speaking,2011,78,48,0,0,46.0,409.0,89.0,5.0,1
Pulse,2005,68,139,0,0,66.0,165.0,66.0,165.0,4
Punch-Drunk Love,2002,78,38,0,0,72.0,82.0,81.0,26.0,4
Puncture,2011,54,331,0,0,46.0,409.0,89.0,5.0,2
Puppet Master: The Littlest Reich,2018,52,455,0,0,49.0,490.0,69.0,224.0,4
Pure,2005,70,127,0,0,66.0,165.0,66.0,165.0,12
Purple Butterfly,2004,68,125,0,0,67.0,131.0,86.0,11.0,7
Pusher II: With Blood On My Hands,2006,78,44,0,0,69.0,126.0,85.0,15.0,3
Pusher III: I'm the Angel of Death,2006,72,100,0,0,69.0,126.0,85.0,15.0,9
Puss in Boots,2011,65,197,0,0,46.0,409.0,89.0,5.0,7
Puss in Boots: The Last Wish,2022,73,166,0,0,63.0,296.0,81.0,51.0,14
Putty Hill,2011,78,49,0,0,46.0,409.0,89.0,5.0,2
Puzzle,2011,66,190,0,0,46.0,409.0,89.0,5.0,15
Puzzle,2018,66,287,0,0,49.0,490.0,69.0,224.0,15
Quantum of Solace,2008,58,201,0,0,58.0,199.0,84.0,10.0,6
Quartet,2012,64,216,0,0,63.0,234.0,86.0,12.0,3
Queen & Slim,2019,74,154,0,0,58.0,353.0,96.0,1.0,13
Queen Bees,2021,52,417,0,0,49.0,437.0,72.0,171.0,9
Queen of Earth,2015,77,96,0,0,76.0,119.0,93.0,6.0,4
Queen of Hearts,2019,67,245,0,0,58.0,353.0,96.0,1.0,8
Queen of Katwe,2016,73,150,0,0,69.0,220.0,99.0,1.0,3
Queen of the Sun: What Are the Bees Telling Us?,2011,67,163,0,0,46.0,409.0,89.0,5.0,2
Queen to Play,2011,70,133,0,0,46.0,409.0,89.0,5.0,7
Queens of the Qing Dynasty,2023,78,99,0,0,77.0,109.0,89.0,12.0,8
Queer,2024,72,172,0,0,70.0,192.0,91.0,10.0,11
Queer Japan,2020,75,117,0,0,72.0,170.0,88.0,12.0,5
Quest,2017,88,13,0,0,75.0,146.0,87.0,19.0,3
Quiet Chaos,2009,51,248,0,0,53.0,242.0,95.0,1.0,1
Quills,2000,70,90,0,0,64.0,126.0,67.0,110.0,3
Quinceañera,2006,72,93,0,0,69.0,126.0,85.0,15.0,2
Quincy,2018,60,360,0,0,49.0,490.0,69.0,224.0,2
"Quo Vadis, Aida?",2021,97,1,0,0,49.0,437.0,72.0,171.0,1
R.M.N.,2023,81,61,0,0,77.0,109.0,89.0,12.0,6
RA. One,2011,60,269,0,0,46.0,409.0,89.0,5.0,11
RBG,2018,71,195,0,0,49.0,490.0,69.0,224.0,14
RRR,2022,83,37,0,0,63.0,296.0,81.0,51.0,10
Rabbit Hole,2010,76,59,0,0,74.0,75.0,88.0,8.0,7
Rabbit-Proof Fence,2002,80,30,0,0,72.0,82.0,81.0,26.0,4
Race to Witch Mountain,2009,52,246,0,0,53.0,242.0,95.0,1.0,2
Racer and the Jailbird,2018,50,481,0,0,49.0,490.0,69.0,224.0,6
Rachel Getting Married,2008,85,9,0,0,58.0,199.0,84.0,10.0,3
Racing Dreams,2010,78,45,0,0,74.0,75.0,88.0,8.0,1
Radio Unnameable,2012,72,111,0,0,63.0,234.0,86.0,12.0,9
Rafiki,2019,68,231,0,0,58.0,353.0,96.0,1.0,13
Raiders!: The Story of the Greatest Fan Film Ever Made,2016,70,206,0,0,69.0,220.0,99.0,1.0,5
Raise Hell: The Life & Times of Molly Ivins,2019,74,149,0,0,58.0,353.0,96.0,1.0,8
Raising Bertie,2017,74,166,0,0,75.0,146.0,87.0,19.0,12
Raising Victor Vargas,2003,83,19,0,0,72.0,73.0,94.0,1.0,2
Raja,2004,74,76,0,0,67.0,131.0,86.0,11.0,3
Ralph Breaks the Internet,2018,71,185,0,0,49.0,490.0,69.0,224.0,4
Ramen Heads,2018,58,395,0,0,49.0,490.0,69.0,224.0,12
Ramen Shop,2019,62,307,0,0,58.0,353.0,96.0,1.0,6
Rampart,2012,70,135,0,0,63.0,234.0,86.0,12.0,8
Rams,2016,82,42,0,0,69.0,220.0,99.0,1.0,3
Rams,2021,62,310,0,0,49.0,437.0,72.0,171.0,9
Rana's Wedding,2003,71,87,0,0,72.0,73.0,94.0,1.0,11
Rango,2011,75,69,0,0,46.0,409.0,89.0,5.0,2
Rapt,2011,71,116,0,0,46.0,409.0,89.0,5.0,7
Rare Beasts,2021,54,382,0,0,49.0,437.0,72.0,171.0,3
Rat Film,2017,83,48,0,0,75.0,146.0,87.0,19.0,2
Ratatouille,2007,96,2,0,0,81.0,29.0,92.0,5.0,2
Ratcatcher,2000,77,34,0,0,64.0,126.0,67.0,110.0,1
Raw,2017,81,66,0,0,75.0,146.0,87.0,19.0,7
Ray,2004,73,93,1,0,67.0,131.0,86.0,11.0,11
Ray & Liz,2019,81,65,0,0,58.0,353.0,96.0,1.0,14
Ray Donovan: The Movie,2022,67,251,0,0,63.0,296.0,81.0,51.0,12
Raya and the Last Dragon,2021,74,145,0,0,49.0,437.0,72.0,171.0,4
Read My Lips,2002,82,23,0,0,72.0,82.0,81.0,26.0,3
Ready Player One,2018,64,311,0,0,49.0,490.0,69.0,224.0,9
Ready or Not,2019,64,279,0,0,58.0,353.0,96.0,1.0,8
Real Steel,2011,56,316,0,0,46.0,409.0,89.0,5.0,6
Reality,2013,76,88,0,0,75.0,95.0,96.0,1.0,13
Reality,2023,84,36,0,0,77.0,109.0,89.0,12.0,5
Rebel Ridge,2024,76,113,0,0,70.0,192.0,91.0,10.0,7
Rebels of the Neon God,2015,82,47,0,0,76.0,119.0,93.0,6.0,4
Rebirth,2011,76,59,0,0,46.0,409.0,89.0,5.0,3
Recorder: The Marion Stokes Project,2019,75,131,0,0,58.0,353.0,96.0,1.0,4
Red,2008,61,183,0,0,58.0,199.0,84.0,10.0,9
Red Army,2014,83,39,0,0,71.0,166.0,87.0,16.0,4
Red Cliff,2009,73,84,0,0,53.0,242.0,95.0,1.0,2
Red Eye,2005,71,104,0,0,66.0,165.0,66.0,165.0,4
Red Island,2024,71,179,0,0,70.0,192.0,91.0,10.0,4
Red Lights,2004,74,75,0,0,67.0,131.0,86.0,11.0,2
Red Penguins,2020,76,107,0,0,72.0,170.0,88.0,12.0,6
Red Riding Trilogy,2009,77,54,0,0,53.0,242.0,95.0,1.0,1
Red Rocket,2021,76,128,0,0,49.0,437.0,72.0,171.0,15
Red Rooms,2024,80,69,0,0,70.0,192.0,91.0,10.0,11
Red Satin,2002,73,74,0,0,72.0,82.0,81.0,26.0,11
Red Sparrow,2018,53,450,0,0,49.0,490.0,69.0,224.0,13
Red State,2011,50,370,0,0,46.0,409.0,89.0,5.0,9
Redbelt,2008,69,98,0,0,58.0,199.0,84.0,10.0,6
Rejoice and Shout,2011,72,99,0,0,46.0,409.0,89.0,5.0,5
Relaxer,2019,82,44,0,0,58.0,353.0,96.0,1.0,4
Relic,2020,77,100,0,0,72.0,170.0,88.0,12.0,11
Remote Area Medical,2014,71,165,0,0,71.0,166.0,87.0,16.0,10
Renaissance: A Film by Beyoncé,2023,86,21,0,0,77.0,109.0,89.0,12.0,1
Reprise,2008,79,43,0,0,58.0,199.0,84.0,10.0,5
Requiem,2006,82,30,0,0,69.0,126.0,85.0,15.0,4
Requiem for a Dream,2000,71,85,0,0,64.0,126.0,67.0,110.0,6
Residue,2020,82,43,0,0,72.0,170.0,88.0,12.0,2
Respect,2021,61,320,0,0,49.0,437.0,72.0,171.0,10
Restaurant,2000,62,140,0,0,64.0,126.0,67.0,110.0,10
Restless,2011,47,402,0,0,46.0,409.0,89.0,5.0,4
Restless Creature: Wendy Whelan,2017,87,15,0,0,75.0,146.0,87.0,19.0,1
Restrepo,2010,85,16,0,0,74.0,75.0,88.0,8.0,4
Resurrect Dead: The Mystery of the Toynbee Tiles,2011,60,260,0,0,46.0,409.0,89.0,5.0,2
Resurrection,2022,70,198,0,0,63.0,296.0,81.0,51.0,3
Retrograde,2022,76,115,0,0,63.0,296.0,81.0,51.0,3
Return,2012,63,228,0,0,63.0,234.0,86.0,12.0,2
Return to Dust,2023,79,87,0,0,77.0,109.0,89.0,12.0,6
Return to Seoul,2022,87,13,0,0,63.0,296.0,81.0,51.0,3
Revanche,2009,84,17,0,0,53.0,242.0,95.0,1.0,1
Revenge,2018,81,64,0,0,49.0,490.0,69.0,224.0,4
Revenge of the Electric Car,2011,63,235,0,0,46.0,409.0,89.0,5.0,9
Revenge of the Mekons,2014,77,81,0,0,71.0,166.0,87.0,16.0,4
Revolutionary Road,2008,69,94,0,0,58.0,199.0,84.0,10.0,2
Rewind,2020,87,17,0,0,72.0,170.0,88.0,12.0,4
Reykjavík,2001,68,111,0,0,66.0,123.0,72.0,79.0,10
Rich Hill,2014,75,112,0,0,71.0,166.0,87.0,16.0,10
Richard Jewell,2019,68,223,0,0,58.0,353.0,96.0,1.0,5
Richard Linklater: Dream Is Destiny,2016,73,162,0,0,69.0,220.0,99.0,1.0,15
Ricky,2009,53,243,0,0,53.0,242.0,95.0,1.0,3
Rid of Me,2011,53,344,0,0,46.0,409.0,89.0,5.0,8
Ride the Eagle,2021,54,380,0,0,49.0,437.0,72.0,171.0,1
Riders of Justice,2021,81,73,0,0,49.0,437.0,72.0,171.0,8
Riding Alone for Thousands of Miles,2006,73,89,0,0,69.0,126.0,85.0,15.0,12
Riding Giants,2004,80,35,0,0,67.0,131.0,86.0,11.0,3
"Right Now, Wrong Then",2016,81,58,0,0,69.0,220.0,99.0,1.0,12
Rimini,2023,81,71,0,0,77.0,109.0,89.0,12.0,16
Rio,2011,63,234,0,0,46.0,409.0,89.0,5.0,8
"Riotsville, U.S.A.",2022,82,40,0,0,63.0,296.0,81.0,51.0,3
Rise of the Planet of the Apes,2011,68,158,0,0,46.0,409.0,89.0,5.0,12
Rita Moreno: Just a Girl Who Decided to Go for It,2021,77,105,0,0,49.0,437.0,72.0,171.0,1
Rivers and Tides: Andy Goldsworthy Working with Time,2002,82,21,0,0,72.0,82.0,81.0,26.0,1
Rize,2005,74,72,0,0,66.0,165.0,66.0,165.0,1
Road Diary: Bruce Springsteen and the E Street Band,2024,77,105,0,0,70.0,192.0,91.0,10.0,12
Road to Nowhere,2011,59,274,0,0,46.0,409.0,89.0,5.0,1
Road to Perdition,2002,72,76,0,0,72.0,82.0,81.0,26.0,1
Roadrunner: A Film About Anthony Bourdain,2021,78,97,0,0,49.0,437.0,72.0,171.0,2
Roald Dahl's Matilda The Musical,2022,72,175,0,0,63.0,296.0,81.0,51.0,3
Robin Williams: Come Inside My Mind,2018,74,151,0,0,49.0,490.0,69.0,224.0,12
Robin's Wish,2020,73,143,0,0,72.0,170.0,88.0,12.0,5
Robot Dreams,2023,81,69,0,0,77.0,109.0,89.0,12.0,14
Robot and Frank,2012,67,164,0,0,63.0,234.0,86.0,12.0,1
Rock School,2005,67,158,0,0,66.0,165.0,66.0,165.0,12
Rocketman,2019,69,202,0,0,58.0,353.0,96.0,1.0,1
Rocks,2021,95,3,0,0,49.0,437.0,72.0,171.0,1
Rocks in My Pockets,2014,78,73,0,0,71.0,166.0,87.0,16.0,1
Rodents of Unusual Size,2018,65,298,0,0,49.0,490.0,69.0,224.0,9
Roger Dodger,2002,75,55,0,0,72.0,82.0,81.0,26.0,4
Rojo,2019,76,121,0,0,58.0,353.0,96.0,1.0,8
Role Models,2008,61,182,0,0,58.0,199.0,84.0,10.0,8
Roll Red Roll,2019,83,39,0,0,58.0,353.0,96.0,1.0,5
Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,2019,87,17,0,0,58.0,353.0,96.0,1.0,4
Roma,2018,96,1,1,0,49.0,490.0,69.0,224.0,1
Roman Polanski: Wanted and Desired,2008,78,51,0,0,58.0,199.0,84.0,10.0,5
Roman de gare,2008,71,86,0,0,58.0,199.0,84.0,10.0,7
Romantics Anonymous,2011,69,144,0,0,46.0,409.0,89.0,5.0,8
Ron's Gone Wrong,2021,65,271,0,0,49.0,437.0,72.0,171.0,5
Room,2015,86,26,1,0,76.0,119.0,93.0,6.0,2
Room 237,2013,80,47,0,0,75.0,95.0,96.0,1.0,2
Rose Plays Julie,2021,83,48,0,0,49.0,437.0,72.0,171.0,5
Rosie,2019,83,38,0,0,58.0,353.0,96.0,1.0,4
Roxanne Roxanne,2018,74,145,0,0,49.0,490.0,69.0,224.0,6
Rubber,2011,59,283,0,0,46.0,409.0,89.0,5.0,10
"Ruben Brandt, Collector",2019,75,129,0,0,58.0,353.0,96.0,1.0,2
Ruby Sparks,2012,67,183,0,0,63.0,234.0,86.0,12.0,20
Rudo y Cursi,2009,67,137,0,0,53.0,242.0,95.0,1.0,5
Rugrats in Paris: The Movie - Rugrats II,2000,62,135,0,0,64.0,126.0,67.0,110.0,5
Run & Jump,2014,71,161,0,0,71.0,166.0,87.0,16.0,6
Rush,2013,74,108,0,0,75.0,95.0,96.0,1.0,7
Russian Ark,2002,87,8,0,0,72.0,82.0,81.0,26.0,2
Rust Creek,2019,59,341,0,0,58.0,353.0,96.0,1.0,1
Rust and Bone,2012,73,88,0,0,63.0,234.0,86.0,12.0,1
Rye Lane,2023,82,51,0,0,77.0,109.0,89.0,12.0,5
Ryuichi Sakamoto | Opus,2024,91,6,0,0,70.0,192.0,91.0,10.0,1
Ryuichi Sakamoto: Coda,2018,78,97,0,0,49.0,490.0,69.0,224.0,8
S21: The Khmer Rouge Death Machine,2004,75,72,0,0,67.0,131.0,86.0,11.0,14
Sabaya,2021,86,27,0,0,49.0,437.0,72.0,171.0,4
Sadie,2018,62,333,0,0,49.0,490.0,69.0,224.0,6
Safe Conduct,2002,82,22,0,0,72.0,82.0,81.0,26.0,2
Safety Not Guaranteed,2012,72,112,0,0,63.0,234.0,86.0,12.0,10
Saint Frances,2020,83,38,0,0,72.0,170.0,88.0,12.0,4
Saint Maud,2021,83,52,0,0,49.0,437.0,72.0,171.0,9
Saint Omer,2023,91,7,0,0,77.0,109.0,89.0,12.0,2
Saloum,2022,78,93,0,0,63.0,296.0,81.0,51.0,13
Salvatore: Shoemaker of Dreams,2022,67,250,0,0,63.0,296.0,81.0,51.0,11
Sami Blood,2017,79,85,0,0,75.0,146.0,87.0,19.0,2
Samsara,2012,65,211,0,0,63.0,234.0,86.0,12.0,9
Samson and Delilah,2010,75,65,0,0,74.0,75.0,88.0,8.0,4
Sand Storm,2016,74,136,0,0,69.0,220.0,99.0,1.0,10
Santitos,2000,68,109,0,0,64.0,126.0,67.0,110.0,5
Santosh,2024,76,109,0,0,70.0,192.0,91.0,10.0,3
Saraband,2005,80,38,0,0,66.0,165.0,66.0,165.0,7
Sarah's Key,2011,59,277,0,0,46.0,409.0,89.0,5.0,4
Satan & Adam,2019,75,134,0,0,58.0,353.0,96.0,1.0,7
Sator,2021,82,62,0,0,49.0,437.0,72.0,171.0,10
Saturday Church,2018,72,175,0,0,49.0,490.0,69.0,224.0,9
Sauvage / Wild,2019,75,130,0,0,58.0,353.0,96.0,1.0,3
Save the Green Planet!,2005,70,126,0,0,66.0,165.0,66.0,165.0,11
Saving Grace,2000,62,131,0,0,64.0,126.0,67.0,110.0,1
Scales,2021,72,184,0,0,49.0,437.0,72.0,171.0,14
Scandalous: The Untold Story of the National Enquirer,2019,60,326,0,0,58.0,353.0,96.0,1.0,5
Scarred Hearts,2018,70,218,0,0,49.0,490.0,69.0,224.0,17
Scary Stories to Tell in the Dark,2019,61,320,0,0,58.0,353.0,96.0,1.0,12
School of Rock,2003,82,23,0,0,72.0,73.0,94.0,1.0,2
Schultze Gets the Blues,2005,67,154,0,0,66.0,165.0,66.0,165.0,8
Science Fair,2018,79,85,0,0,49.0,490.0,69.0,224.0,4
Scott Walker: 30 Century Man,2008,65,136,0,0,58.0,199.0,84.0,10.0,4
Scottsboro: An American Tragedy,2001,74,62,0,0,66.0,123.0,72.0,79.0,5
Scotty and the Secret History of Hollywood,2018,67,265,0,0,49.0,490.0,69.0,224.0,12
Scratch,2002,77,46,0,0,72.0,82.0,81.0,26.0,6
Scream 4,2011,52,355,0,0,46.0,409.0,89.0,5.0,9
Screwball,2019,72,168,0,0,58.0,353.0,96.0,1.0,5
Sea of Shadows,2019,72,165,0,0,58.0,353.0,96.0,1.0,2
Seabiscuit,2003,72,73,1,0,72.0,73.0,94.0,1.0,5
Searching,2018,71,184,0,0,49.0,490.0,69.0,224.0,3
Searching for Ingmar Bergman,2018,71,192,0,0,49.0,490.0,69.0,224.0,11
Searching for Sugar Man,2012,79,51,0,0,63.0,234.0,86.0,12.0,7
Secret Ballot,2002,75,57,0,0,72.0,82.0,81.0,26.0,6
Secret Lives: Hidden Children and Their Rescuers During WWII,2003,71,77,0,0,72.0,73.0,94.0,1.0,1
Seduced and Abandoned,2013,77,66,0,0,75.0,95.0,96.0,1.0,1
See You Yesterday,2019,74,148,0,0,58.0,353.0,96.0,1.0,7
Seeking Mavis Beacon,2024,72,162,0,0,70.0,192.0,91.0,10.0,1
Selena Gomez: My Mind & Me,2022,68,229,0,0,63.0,296.0,81.0,51.0,2
Selma,2014,79,70,1,0,71.0,166.0,87.0,16.0,9
Senna,2011,79,43,0,0,46.0,409.0,89.0,5.0,1
Separate Lies,2005,71,109,0,0,66.0,165.0,66.0,165.0,9
Separated,2024,75,130,0,0,70.0,192.0,91.0,10.0,10
September 5,2024,76,117,0,0,70.0,192.0,91.0,10.0,11
Septien,2011,50,373,0,0,46.0,409.0,89.0,5.0,12
Serenity,2005,74,74,0,0,66.0,165.0,66.0,165.0,3
Servants,2022,78,87,0,0,63.0,296.0,81.0,51.0,7
Service (Serbis),2009,76,60,0,0,53.0,242.0,95.0,1.0,1
Set It Up,2018,62,331,0,0,49.0,490.0,69.0,224.0,4
Set Me Free,2000,80,19,0,0,64.0,126.0,67.0,110.0,2
Settlers,2021,56,365,0,0,49.0,437.0,72.0,171.0,1
Seven Psychopaths,2012,66,189,0,0,63.0,234.0,86.0,12.0,5
Sex Positive,2009,65,152,0,0,53.0,242.0,95.0,1.0,4
Sexy Beast,2001,79,33,0,0,66.0,123.0,72.0,79.0,5
Seymour: An Introduction,2015,83,38,0,0,76.0,119.0,93.0,6.0,7
Sgt. Stubby: An American Hero,2018,58,394,0,0,49.0,490.0,69.0,224.0,11
Shadow,2019,81,57,0,0,58.0,353.0,96.0,1.0,6
Shadow Boxers,2000,70,91,0,0,64.0,126.0,67.0,110.0,4
Shadow Magic,2001,66,118,0,0,66.0,123.0,72.0,79.0,1
Shadow in the Cloud,2021,66,264,0,0,49.0,437.0,72.0,171.0,8
Shadow of the Vampire,2000,71,86,0,0,64.0,126.0,67.0,110.0,7
Shake Hands with the Devil: The Journey of Roméo Dallaire,2005,80,32,0,0,66.0,165.0,66.0,165.0,1
Shakespeare Behind Bars,2006,74,67,0,0,69.0,126.0,85.0,15.0,4
Shall We Kiss?,2009,70,110,0,0,53.0,242.0,95.0,1.0,5
Shame,2011,72,106,0,0,46.0,409.0,89.0,5.0,12
Shang-Chi and the Legend of the Ten Rings,2021,71,187,0,0,49.0,437.0,72.0,171.0,2
Shanghai Noon,2000,77,39,0,0,64.0,126.0,67.0,110.0,6
Shaolin,2011,53,339,0,0,46.0,409.0,89.0,5.0,3
Share,2019,73,162,0,0,58.0,353.0,96.0,1.0,8
Sharkwater Extinction,2019,76,126,0,0,58.0,353.0,96.0,1.0,13
Shattered Glass,2003,73,68,0,0,72.0,73.0,94.0,1.0,7
Shaun of the Dead,2004,76,57,0,0,67.0,131.0,86.0,11.0,4
Shaun the Sheep Movie,2015,81,58,0,0,76.0,119.0,93.0,6.0,6
Shazam!,2019,71,190,0,0,58.0,353.0,96.0,1.0,17
She Dies Tomorrow,2020,80,58,0,0,72.0,170.0,88.0,12.0,2
She Is Conann,2024,74,153,0,0,70.0,192.0,91.0,10.0,18
She Said,2022,74,150,0,0,63.0,296.0,81.0,51.0,15
She Will,2022,73,155,0,0,63.0,296.0,81.0,51.0,3
She's Beautiful When She's Angry,2014,80,59,0,0,71.0,166.0,87.0,16.0,1
Shelter,2008,66,132,0,0,58.0,199.0,84.0,10.0,7
Sherlock Holmes,2009,57,214,0,0,53.0,242.0,95.0,1.0,7
Sherlock Holmes: A Game of Shadows,2011,48,392,0,0,46.0,409.0,89.0,5.0,1
Sherpa,2015,93,4,0,0,76.0,119.0,93.0,6.0,1
Shin Ultraman,2023,84,33,0,0,77.0,109.0,89.0,12.0,2
Shine a Light,2008,76,55,0,0,58.0,199.0,84.0,10.0,1
Shirkers,2018,88,22,0,0,49.0,490.0,69.0,224.0,7
Shirley,2020,76,110,0,0,72.0,170.0,88.0,12.0,9
Shithouse,2020,72,158,0,0,72.0,170.0,88.0,12.0,2
Shiva Baby,2021,79,94,0,0,49.0,437.0,72.0,171.0,5
Shoah: Four Sisters,2018,93,4,0,0,49.0,490.0,69.0,224.0,2
Sholem Aleichem: Laughing in the Darkness,2011,77,53,0,0,46.0,409.0,89.0,5.0,1
Shooting the Mafia,2019,61,321,0,0,58.0,353.0,96.0,1.0,13
Shoplifters,2018,93,3,0,0,49.0,490.0,69.0,224.0,1
Shoplifters of the World,2021,50,430,0,0,49.0,437.0,72.0,171.0,3
Short Term 12,2013,82,32,0,0,75.0,95.0,96.0,1.0,3
Shorts,2009,53,241,0,0,53.0,242.0,95.0,1.0,1
Shot in the Heart,2002,75,60,0,0,72.0,82.0,81.0,26.0,9
Shotgun Stories,2008,76,56,0,0,58.0,199.0,84.0,10.0,2
Shower,2000,74,63,0,0,64.0,126.0,67.0,110.0,10
Showing Up,2023,86,28,0,0,77.0,109.0,89.0,12.0,8
Shrek,2001,84,19,0,0,66.0,123.0,72.0,79.0,4
Shrek 2,2004,75,65,0,0,67.0,131.0,86.0,11.0,7
Shut Up & Sing,2006,77,47,0,0,69.0,126.0,85.0,15.0,3
Shut Up Little Man! An Audio Misadventure,2011,57,307,0,0,46.0,409.0,89.0,5.0,10
Shut Up and Play the Hits,2012,72,107,0,0,63.0,234.0,86.0,12.0,5
Siberia,2021,59,343,0,0,49.0,437.0,72.0,171.0,8
Sicario,2015,82,52,0,0,76.0,119.0,93.0,6.0,9
Sicario: Day of the Soldado,2018,61,358,0,0,49.0,490.0,69.0,224.0,11
Sicilian Ghost Story,2018,70,219,0,0,49.0,490.0,69.0,224.0,18
Siddharth,2014,72,154,0,0,71.0,166.0,87.0,16.0,16
Side Effects,2013,75,99,0,0,75.0,95.0,96.0,1.0,6
Side by Side,2012,82,29,0,0,63.0,234.0,86.0,12.0,6
Sideways,2004,94,2,1,0,67.0,131.0,86.0,11.0,1
Sidney,2022,70,202,0,0,63.0,296.0,81.0,51.0,7
Sieranevada,2017,82,56,0,0,75.0,146.0,87.0,19.0,4
Sierra Burgess Is a Loser,2018,60,364,0,0,49.0,490.0,69.0,224.0,6
Silence,2016,79,68,0,0,69.0,220.0,99.0,1.0,3
Silent Light,2009,79,48,0,0,53.0,242.0,95.0,1.0,1
Silent Night,2021,52,419,0,0,49.0,437.0,72.0,171.0,11
Silent Souls,2011,76,62,0,0,46.0,409.0,89.0,5.0,6
Silver Linings Playbook,2012,81,38,1,0,63.0,234.0,86.0,12.0,8
Simon & the Oaks,2012,62,238,0,0,63.0,234.0,86.0,12.0,2
Sin,2021,65,273,0,0,49.0,437.0,72.0,171.0,7
Sin City,2005,74,81,0,0,66.0,165.0,66.0,165.0,10
