title,release_date,metacritic_score
The Retrieval,2014-04-02,75
The Trip to Italy,2014-08-15,75
Honey,2014-03-07,75
Goodbye to Language 3D,2014-10-29,75
Night Moves,2014-05-30,75
The Kingdom of Dreams and Madness,2014-11-28,75
The Battered Bastards of Baseball,2014-07-11,75
Rich Hill,2014-08-01,75
Finding Vivian Maier,2014-03-28,75
"2 Autumns, 3 Winters",2014-06-06,75
X-Men: Days of Future Past,2014-05-23,75
Plot for Peace,2014-10-31,75
The Great Flood,2014-01-08,75
Omar,2014-02-21,75
The Skeleton Twins,2014-09-12,74
Dancing in Jaffa,2014-04-11,74
Wild,2014-12-03,74
Unrelated,2014-06-27,74
Cheatin',2014-08-15,74
Interstellar,2014-11-05,74
Big Hero 6,2014-11-07,74
Bad Hair,2014-11-19,74
Joe,2014-04-11,74
"Like Father, Like Son",2014-01-17,73
A Field in England,2014-02-07,73
A Most Wanted Man,2014-07-25,73
Ai Weiwei: The Fake Case,2014-05-16,73
Beyond the Lights,2014-11-14,73
Le Week-End,2014-03-14,73
American Sniper,2014-12-25,73
Little Feet,2014-12-12,73
Witching and Bitching,2014-06-13,73
Cold in July,2014-05-23,73
The Blue Room,2014-10-03,73
Diplomacy,2014-10-15,72
In Bloom,2014-01-10,72
7 Boxes,2014-02-07,72
Exhibition,2014-06-20,72
The Rocket,2014-01-10,72
The Internet's Own Boy: The Story of Aaron Swartz,2014-06-27,72
Gore Vidal: The United States of Amnesia,2014-05-23,72
Violette,2014-06-13,72
When I Saw You,2014-01-15,72
Mistaken for Strangers,2014-03-28,72
The Great Invisible,2014-10-29,72
The Heart Machine,2014-10-24,72
Dormant Beauty,2014-06-06,72
Nas: Time Is Illmatic,2014-10-01,72
Still Alice,2014-12-05,72
Siddharth,2014-06-27,72
The Kill Team,2014-07-25,72
Fed Up,2014-05-09,71
The Imitation Game,2014-11-28,71
The Raid 2,2014-03-28,71
Edge of Tomorrow,2014-06-06,71
22 Jump Street,2014-06-13,71
Run & Jump,2014-01-24,71
Whitey: United States of America v. James J. Bulger,2014-06-27,71
Next Goal Wins,2014-04-25,71
The Way He Looks,2014-11-07,71
Remote Area Medical,2014-11-28,71
The Theory of Everything,2014-11-07,71
Get On Up,2014-08-01,71
Bird People,2014-09-12,70
