title,release_date,metacritic_score
"Not Quite Hollywood: The Wild, Untold Story of Ozploitation!",2009-07-31,76
The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers,2009-09-16,75
24 City,2009-06-05,75
Crude,2009-09-09,75
That Evening Sun,2009-11-06,75
Treeless Mountain,2009-04-22,75
Must Read After My Death,2009-02-20,75
Humpday,2009-07-10,74
A Woman in Berlin,2009-07-17,74
Flame and Citron,2009-07-31,74
Invictus,2009-12-11,74
Herb & Dorothy,2009-06-05,74
Two Lovers,2009-02-13,74
The Song of Sparrows,2009-04-03,74
Lemon Tree,2009-04-17,74
The House of the Devil,2009-10-30,73
Red Cliff,2009-11-18,73
The Princess and the Frog,2009-11-25,73
Araya,2009-10-07,73
Me and Orson Welles,2009-11-25,73
Zombieland,2009-10-02,73
The Hangover,2009-06-05,73
Three Monkeys,2009-05-01,73
Thirst,2009-07-31,73
Amreeka,2009-09-04,73
Earth,2009-04-22,72
Good Hair,2009-10-09,72
Lake Tahoe,2009-07-10,72
Pressure Cooker,2009-05-27,72
12,2009-03-04,72
Jerichow,2009-05-15,71
Disgrace,2009-09-18,71
Bronson,2009-10-09,71
Collapse,2009-11-06,71
Where the Wild Things Are,2009-10-16,71
In Search of Beethoven,2009-09-23,71
The Yes Men Fix the World,2009-10-07,71
Bliss,2009-08-07,71
Earth Days,2009-08-14,70
"I Love You, Man",2009-03-20,70
Public Enemies,2009-07-01,70
Big Fan,2009-08-28,70
Shall We Kiss?,2009-03-27,70
Fados,2009-03-06,70
A Town Called Panic,2009-12-16,70
It Might Get Loud,2009-08-14,70
At the Edge of the World,2009-08-28,70
Inglourious Basterds,2009-08-21,69
The Bad Lieutenant: Port of Call - New Orleans,2009-11-20,69
"Yoo-Hoo, Mrs. Goldberg",2009-07-10,69
The September Issue,2009-08-28,69
Beeswax,2009-08-07,69
Duplicity,2009-03-20,69
Cold Souls,2009-08-07,69
Just Another Love Story,2009-01-09,69
World's Greatest Dad,2009-08-21,69
We Live in Public,2009-08-28,69
Valentino: The Last Emperor,2009-03-18,68
$9.99,2009-06-19,68
The End of the Line,2009-06-19,68
Big River Man,2009-12-04,68
Paranormal Activity,2009-09-25,68
Paris,2009-09-18,68
Departures,2009-05-29,68
Whip It,2009-10-02,68
Moon,2009-06-12,67
Home,2009-11-27,67
Harmony and Me,2009-09-18,67
Visual Acoustics,2009-10-09,67
Rudo y Cursi,2009-05-08,67
This Is It,2009-10-28,67
The Way We Get By,2009-08-14,67
Unmistaken Child,2009-06-03,66
Julie & Julia,2009-08-07,66
The Girlfriend Experience,2009-05-22,66
Afterschool,2009-10-02,66
The Informant!,2009-09-18,66
Cloudy with a Chance of Meatballs,2009-09-18,66
Unmade Beds,2009-09-02,66
Bandslam,2009-08-14,66
No Impact Man: The Documentary,2009-09-11,66
The Wedding Song,2009-10-23,65
Black Dynamite,2009-09-04,65
The Providence Effect,2009-09-25,65
Sex Positive,2009-06-12,65
Throw Down Your Heart,2009-04-24,65
The Imaginarium of Doctor Parnassus,2009-12-25,65
Tetro,2009-06-11,65
Coco Before Chanel,2009-09-25,65
Outrage,2009-05-08,64
Examined Life,2009-02-25,64
Adoration,2009-05-08,64
Wolke Neun,2009-08-28,64
The Young Victoria,2009-12-18,64
The Road,2009-11-25,64
The Chaser,2009-12-30,64
Giant,2009-12-04,64
State of Play,2009-04-17,64
Guest of Cindy Sherman,2009-03-27,64
The Horse Boy,2009-09-30,64
Lymelife,2009-04-08,64
Tokyo!,2009-03-06,63
Under Our Skin,2009-06-19,63
A Perfect Getaway,2009-08-07,63
Chéri,2009-06-26,63
The Great Buck Howard,2009-03-20,63
Art & Copy,2009-08-21,62
Julia,2009-05-08,62
Skin,2009-10-30,62
Cherry Blossoms,2009-01-16,62
My One and Only,2009-08-21,62
Five Minutes of Heaven,2009-08-21,62
I Sell the Dead,2009-08-07,62
William Kunstler: Disturbing the Universe,2009-11-13,62
Big Man Japan,2009-05-15,62
Sunshine Cleaning,2009-03-13,61
Trucker,2009-10-09,61
The Soloist,2009-04-24,61
Capitalism: A Love Story,2009-09-23,61
Extract,2009-09-04,61
Fighting,2009-04-24,61
Dead Snow,2009-06-19,61
Funny People,2009-07-31,60
9,2009-09-09,60
The Cake Eaters,2009-03-13,60
American Casino,2009-09-02,60
Notorious,2009-01-16,60
Brothers at War,2009-03-13,60
Sleep Dealer,2009-04-17,59
Youssou Ndour: I Bring What I Love,2009-06-12,59
More Than a Game,2009-10-02,59
"My Son, My Son, What Have Ye Done",2009-12-11,59
American Swing,2009-03-27,59
Pirate Radio,2009-11-13,58
Defamation,2009-11-20,58
Easy Virtue,2009-05-22,58
(Untitled),2009-10-23,58
Brothers,2009-12-04,58
Away We Go,2009-06-05,58
The Invention of Lying,2009-10-02,58
Chelsea on the Rocks,2009-10-02,57
Bart Got a Room,2009-04-03,57
The Missing Person,2009-11-20,57
The Boys Are Back,2009-09-25,57
Fifty Dead Men Walking,2009-08-21,57
It's Complicated,2009-12-25,57
Sherlock Holmes,2009-12-25,57
The Escapist,2009-04-03,56
American Violet,2009-04-17,56
Adam,2009-07-29,56
Eleven Minutes,2009-02-20,56
Watchmen,2009-03-06,56
Phoebe in Wonderland,2009-03-06,56
Monsters vs Aliens,2009-03-27,56
The Merry Gentleman,2009-05-01,55
Walt & El Grupo,2009-09-09,55
A Christmas Carol,2009-11-06,55
Taking Woodstock,2009-08-26,55
The Brothers Bloom,2009-05-15,55
Casi divas,2009-08-21,55
The Taking of Pelham 1 2 3,2009-06-12,55
I Can Do Bad All by Myself,2009-09-11,55
The Men Who Stare at Goats,2009-11-06,54
Is Anybody There?,2009-04-17,54
Imagine That,2009-06-12,54
Battle for Terra,2009-05-01,54
Pontypool,2009-05-29,54
Bruno,2009-07-10,54
Paper Heart,2009-08-07,54
Dare,2009-11-13,54
Observe and Report,2009-04-10,54
Until the Light Takes Us,2009-12-04,54
Explicit Ills,2009-03-06,54
Shorts,2009-08-21,53
The Blind Side,2009-11-20,53
Ricky,2009-12-16,53
Astro Boy,2009-10-23,53
The Girl from Monaco,2009-07-03,52
Race to Witch Mountain,2009-03-13,52
The International,2009-02-06,52
Quiet Chaos,2009-06-26,51
Mammoth,2009-11-20,51
Blind Date,2009-09-25,51
My Bloody Valentine,2009-01-16,51
The Loss of a Teardrop Diamond,2009-12-30,51
Hotel for Dogs,2009-01-16,51
Taken,2009-01-30,51
My Sister's Keeper,2009-06-26,51
Armored,2009-12-04,50
Ice Age: Dawn of the Dinosaurs,2009-07-01,50
Management,2009-05-15,50
Madea Goes to Jail,2009-02-20,50
The Stoning of Soraya M.,2009-06-26,50
The Education of Charlie Banks,2009-03-27,50
2012,2009-11-13,49
"New York, I Love You",2009-10-16,49
The Private Lives of Pippa Lee,2009-11-27,49
