title,release_date,metacritic_score
My Salinger Year,2021-03-05,50
The Violent Heart,2021-02-19,50
Things Heard & Seen,2021-04-29,49
Georgetown,2021-05-14,49
Vacation Friends,2021-08-27,49
Sing 2,2021-12-22,49
Don't Look Up,2021-12-10,49
Spirit Untamed,2021-06-04,49
Venom: Let There Be Carnage,2021-10-01,49
Army of Thieves,2021-10-29,49
Escape Room: Tournament of Champions,2021-07-16,48
The Protégé,2021-08-20,48
Six Minutes to Midnight,2021-03-26,48
The Banishing,2021-04-15,48
Blue Miracle,2021-05-27,48
We Need to Do Something,2021-09-03,48
The Scary of Sixty-First,2021-12-03,48
Jolt,2021-07-23,48
The Last Mercenary,2021-07-30,48
Hunted,2021-01-14,47
Gunpowder Milkshake,2021-07-14,47
Kate,2021-09-10,47
Wrong Turn,2021-01-26,46
Sweet Girl,2021-08-20,46
